epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,4215.48,0.50193,0.39328,0.84034,0.92162,0.88176,0.93743,0.84901,0.44906,0.37317,0.8112,0.003862,0.003862,0.003862
188,4237.44,0.50081,0.39013,0.84106,0.92526,0.88404,0.93692,0.84796,0.45022,0.37395,0.81197,0.003829,0.003829,0.003829
189,4259.36,0.49814,0.38915,0.83932,0.92516,0.87523,0.93689,0.84764,0.4509,0.37438,0.81296,0.003796,0.003796,0.003796
190,4281.25,0.50117,0.39206,0.83952,0.91636,0.88365,0.93739,0.84738,0.45109,0.37447,0.81325,0.003763,0.003763,0.003763
191,4302.99,0.49627,0.38851,0.83986,0.92026,0.87676,0.93755,0.84832,0.45101,0.37343,0.81279,0.00373,0.00373,0.00373
192,4325.04,0.49656,0.38711,0.83911,0.92014,0.87703,0.93689,0.84818,0.44936,0.37284,0.81152,0.003697,0.003697,0.003697
193,4346.92,0.49757,0.38834,0.83934,0.92448,0.86861,0.93659,0.84807,0.44965,0.37273,0.81151,0.003664,0.003664,0.003664
194,4368.76,0.49394,0.38517,0.83611,0.92553,0.87144,0.93747,0.84866,0.45012,0.37224,0.81155,0.003631,0.003631,0.003631
195,4390.86,0.49221,0.38221,0.83812,0.92733,0.86623,0.93804,0.84987,0.44964,0.37072,0.81164,0.003598,0.003598,0.003598
196,4412.76,0.496,0.38225,0.83685,0.93204,0.86419,0.93893,0.85033,0.44827,0.3707,0.81147,0.003565,0.003565,0.003565
197,4434.61,0.49716,0.38537,0.83903,0.92082,0.87206,0.93868,0.84849,0.44806,0.36935,0.81167,0.003532,0.003532,0.003532
198,4456.41,0.49216,0.38272,0.83666,0.92415,0.87165,0.93933,0.85078,0.44712,0.36982,0.81197,0.003499,0.003499,0.003499
199,4478.4,0.49182,0.38045,0.83776,0.92613,0.87007,0.93875,0.85039,0.44682,0.37083,0.81146,0.003466,0.003466,0.003466
200,4500.35,0.49095,0.37922,0.8362,0.92815,0.87028,0.93927,0.85003,0.44763,0.3715,0.81275,0.003433,0.003433,0.003433
201,4522.37,0.49539,0.38194,0.83701,0.92997,0.8682,0.93875,0.85043,0.44799,0.37165,0.81313,0.0034,0.0034,0.0034
202,4544.26,0.4897,0.37682,0.83548,0.92494,0.86999,0.93898,0.85095,0.44774,0.37157,0.81356,0.003367,0.003367,0.003367
203,4566.23,0.48385,0.37995,0.83506,0.92271,0.8806,0.93903,0.85036,0.44781,0.37209,0.81406,0.003334,0.003334,0.003334
204,4588.18,0.49035,0.37716,0.83734,0.92386,0.87271,0.93884,0.85074,0.44834,0.3725,0.81367,0.003301,0.003301,0.003301
205,4610.13,0.49024,0.37816,0.83591,0.93312,0.86918,0.93903,0.8511,0.447,0.37115,0.81289,0.003268,0.003268,0.003268
206,4631.99,0.48678,0.37365,0.83592,0.92879,0.87545,0.93904,0.85208,0.44709,0.37002,0.813,0.003235,0.003235,0.003235
207,4653.95,0.48492,0.37718,0.83665,0.93523,0.87161,0.93864,0.85087,0.44639,0.36901,0.81234,0.003202,0.003202,0.003202
208,4675.85,0.48389,0.37306,0.83587,0.93528,0.87105,0.93944,0.85176,0.44645,0.36847,0.81253,0.003169,0.003169,0.003169
209,4697.86,0.48422,0.37347,0.83707,0.93292,0.87257,0.94015,0.85234,0.44615,0.36758,0.81251,0.003136,0.003136,0.003136
210,4719.77,0.48352,0.37294,0.83451,0.93601,0.86877,0.94064,0.85426,0.44609,0.36731,0.81237,0.003103,0.003103,0.003103
211,4741.51,0.48207,0.37246,0.83639,0.93887,0.86862,0.94084,0.85524,0.44544,0.36757,0.81161,0.00307,0.00307,0.00307
212,4763.49,0.4808,0.37012,0.83559,0.92701,0.88006,0.9415,0.85581,0.44433,0.36612,0.81079,0.003037,0.003037,0.003037
213,4785.29,0.48943,0.37626,0.83591,0.93167,0.87766,0.94221,0.85708,0.44489,0.36565,0.81069,0.003004,0.003004,0.003004
214,4807.35,0.48363,0.36976,0.8349,0.92506,0.88364,0.94225,0.85654,0.44358,0.36595,0.81048,0.002971,0.002971,0.002971
215,4829.23,0.48116,0.37156,0.83522,0.92777,0.88309,0.94195,0.85602,0.4435,0.36488,0.81099,0.002938,0.002938,0.002938
216,4851.17,0.47878,0.37072,0.83402,0.92931,0.88028,0.94169,0.85573,0.44361,0.36525,0.81119,0.002905,0.002905,0.002905
217,4873.26,0.47887,0.36984,0.83224,0.93021,0.87897,0.9416,0.85625,0.44371,0.36525,0.81123,0.002872,0.002872,0.002872
218,4895.14,0.47639,0.36846,0.83291,0.93128,0.87882,0.94128,0.85613,0.44384,0.36505,0.81185,0.002839,0.002839,0.002839
219,4917.03,0.47938,0.36788,0.83468,0.93125,0.87946,0.94087,0.85519,0.44269,0.36438,0.81164,0.002806,0.002806,0.002806
220,4938.89,0.48151,0.36814,0.83498,0.931,0.87848,0.94104,0.85491,0.44208,0.36414,0.81139,0.002773,0.002773,0.002773
221,4960.9,0.48152,0.36593,0.83338,0.93284,0.88059,0.94156,0.85522,0.44253,0.36428,0.81152,0.00274,0.00274,0.00274
222,4982.82,0.47781,0.36834,0.83249,0.93323,0.88133,0.94152,0.85454,0.44244,0.364,0.81124,0.002707,0.002707,0.002707
223,5004.8,0.47742,0.36382,0.83249,0.93345,0.88044,0.9416,0.85526,0.44258,0.36419,0.81157,0.002674,0.002674,0.002674
224,5026.8,0.47493,0.36542,0.83088,0.92891,0.88335,0.94158,0.85652,0.44242,0.36446,0.81163,0.002641,0.002641,0.002641
225,5048.69,0.47318,0.36501,0.82967,0.9299,0.87909,0.94131,0.85686,0.44246,0.3643,0.81188,0.002608,0.002608,0.002608
226,5070.53,0.47482,0.36213,0.83178,0.92448,0.88309,0.94109,0.85665,0.44276,0.36368,0.81215,0.002575,0.002575,0.002575
227,5092.31,0.47774,0.36245,0.83128,0.92221,0.88505,0.9408,0.85571,0.44283,0.3639,0.81249,0.002542,0.002542,0.002542
228,5114.23,0.47065,0.35874,0.83412,0.92039,0.88528,0.94026,0.85499,0.44357,0.36461,0.8129,0.002509,0.002509,0.002509
229,5136.23,0.47386,0.35759,0.83055,0.92003,0.88789,0.94002,0.85479,0.44337,0.3645,0.8126,0.002476,0.002476,0.002476
230,5158.16,0.47385,0.36021,0.83122,0.91972,0.88645,0.93947,0.85474,0.4437,0.36408,0.81273,0.002443,0.002443,0.002443
231,5180.07,0.47496,0.35925,0.83105,0.92004,0.88671,0.93982,0.85505,0.44328,0.36409,0.81264,0.00241,0.00241,0.00241
232,5201.92,0.47444,0.35966,0.83326,0.9226,0.88231,0.94015,0.85555,0.4433,0.36392,0.81238,0.002377,0.002377,0.002377
233,5223.75,0.47111,0.35702,0.83236,0.92286,0.88141,0.94,0.85544,0.4432,0.36385,0.81266,0.002344,0.002344,0.002344
234,5245.72,0.47447,0.36018,0.83191,0.92358,0.88208,0.94072,0.85636,0.44283,0.36392,0.8125,0.002311,0.002311,0.002311
235,5267.72,0.46901,0.35602,0.83119,0.91597,0.88745,0.9407,0.85608,0.44345,0.36436,0.81308,0.002278,0.002278,0.002278
236,5289.69,0.46857,0.35378,0.8334,0.92888,0.8796,0.9406,0.85613,0.44314,0.36496,0.81272,0.002245,0.002245,0.002245
237,5311.68,0.47203,0.35645,0.82916,0.92589,0.87966,0.94021,0.85607,0.44348,0.3647,0.81287,0.002212,0.002212,0.002212
238,5333.63,0.46723,0.35647,0.83165,0.92749,0.87888,0.94015,0.85594,0.44276,0.36447,0.81249,0.002179,0.002179,0.002179
239,5355.7,0.46872,0.35292,0.83209,0.92677,0.8806,0.94022,0.85533,0.44242,0.36443,0.81204,0.002146,0.002146,0.002146
240,5377.65,0.46465,0.35165,0.82933,0.92798,0.88104,0.94035,0.85579,0.44219,0.36427,0.81169,0.002113,0.002113,0.002113
241,5399.55,0.46658,0.3543,0.8308,0.92643,0.88087,0.94045,0.85609,0.44216,0.36417,0.81155,0.00208,0.00208,0.00208
242,5421.44,0.46491,0.3474,0.82925,0.92626,0.88114,0.94097,0.85713,0.44194,0.36434,0.81146,0.002047,0.002047,0.002047
243,5443.4,0.46322,0.34925,0.82992,0.9263,0.88106,0.9412,0.85794,0.44137,0.36414,0.81133,0.002014,0.002014,0.002014
244,5465.41,0.46448,0.35019,0.82834,0.92718,0.88024,0.94153,0.85855,0.4411,0.36388,0.8114,0.001981,0.001981,0.001981
245,5487.44,0.46206,0.35055,0.82909,0.9276,0.87992,0.94148,0.85817,0.44088,0.36376,0.81092,0.001948,0.001948,0.001948
246,5509.41,0.45821,0.34786,0.82918,0.92837,0.87791,0.94168,0.85912,0.44076,0.36361,0.81079,0.001915,0.001915,0.001915
247,5531.33,0.46278,0.3495,0.82868,0.93167,0.8739,0.94188,0.85928,0.44066,0.36363,0.81049,0.001882,0.001882,0.001882
248,5553.2,0.45967,0.34898,0.82955,0.91248,0.89051,0.94183,0.85923,0.4403,0.36365,0.81043,0.001849,0.001849,0.001849
249,5575,0.46175,0.34887,0.8296,0.90888,0.89278,0.94191,0.86001,0.43969,0.36308,0.81026,0.001816,0.001816,0.001816
250,5596.85,0.4652,0.34902,0.82963,0.90931,0.89142,0.94212,0.86009,0.43945,0.3633,0.81042,0.001783,0.001783,0.001783
251,5618.81,0.45987,0.34693,0.8302,0.91751,0.88252,0.94206,0.86027,0.43966,0.36308,0.81053,0.00175,0.00175,0.00175
252,5640.8,0.46132,0.34377,0.82896,0.9178,0.88239,0.9419,0.86042,0.44014,0.36283,0.81038,0.001717,0.001717,0.001717
253,5662.86,0.45985,0.34467,0.82727,0.91972,0.88145,0.94187,0.86014,0.43965,0.36288,0.81044,0.001684,0.001684,0.001684
254,5684.71,0.46198,0.34587,0.82816,0.92264,0.88199,0.94209,0.85949,0.43978,0.36304,0.81036,0.001651,0.001651,0.001651
255,5706.5,0.45692,0.34384,0.82963,0.92242,0.88208,0.94196,0.85969,0.43924,0.36317,0.81047,0.001618,0.001618,0.001618
256,5728.23,0.4599,0.3427,0.8285,0.9221,0.8825,0.94202,0.85966,0.43958,0.36368,0.8105,0.001585,0.001585,0.001585
257,5750.17,0.45928,0.34233,0.82711,0.92081,0.8824,0.94198,0.8598,0.43987,0.36347,0.81031,0.001552,0.001552,0.001552
258,5772.08,0.45823,0.34205,0.82821,0.9211,0.88221,0.9421,0.85906,0.43977,0.36317,0.81016,0.001519,0.001519,0.001519
259,5794.11,0.45658,0.342,0.82823,0.91976,0.88206,0.94184,0.85977,0.43984,0.36353,0.81021,0.001486,0.001486,0.001486
260,5816.14,0.45326,0.33908,0.82561,0.91991,0.88197,0.94188,0.85948,0.4394,0.36351,0.8102,0.001453,0.001453,0.001453
261,5838.05,0.45655,0.33999,0.82729,0.92162,0.87845,0.9421,0.86012,0.43906,0.36323,0.81018,0.00142,0.00142,0.00142
262,5859.95,0.45322,0.34018,0.82558,0.93115,0.8702,0.94231,0.86014,0.43891,0.36337,0.81021,0.001387,0.001387,0.001387
263,5881.78,0.45331,0.33792,0.8253,0.91999,0.88018,0.94251,0.86153,0.43867,0.36288,0.81017,0.001354,0.001354,0.001354
264,5903.67,0.45949,0.34083,0.8267,0.91979,0.88043,0.94253,0.86107,0.4388,0.36343,0.81019,0.001321,0.001321,0.001321
265,5925.61,0.45905,0.3418,0.82839,0.91963,0.88111,0.9424,0.86115,0.43874,0.36304,0.81023,0.001288,0.001288,0.001288
266,5947.55,0.45613,0.3382,0.82456,0.9182,0.88008,0.9424,0.86131,0.4386,0.36317,0.81037,0.001255,0.001255,0.001255
267,5969.46,0.44968,0.33237,0.82622,0.91851,0.8798,0.94219,0.8613,0.43862,0.36322,0.81035,0.001222,0.001222,0.001222
268,5991.46,0.45733,0.33974,0.82679,0.9305,0.87104,0.94242,0.86125,0.43856,0.36316,0.81036,0.001189,0.001189,0.001189
269,6013.26,0.45387,0.33501,0.82899,0.93022,0.8714,0.94231,0.86111,0.43856,0.36328,0.81041,0.001156,0.001156,0.001156
270,6035.12,0.44779,0.33425,0.82609,0.91159,0.89193,0.94271,0.86211,0.43839,0.36318,0.81041,0.001123,0.001123,0.001123
271,6056.91,0.45102,0.33637,0.82604,0.91493,0.88997,0.94289,0.86221,0.43824,0.36314,0.81038,0.00109,0.00109,0.00109
272,6078.91,0.44915,0.33234,0.82567,0.92992,0.87184,0.94278,0.86179,0.43788,0.36298,0.81024,0.001057,0.001057,0.001057
273,6100.79,0.44801,0.33282,0.8251,0.93014,0.87188,0.94269,0.86165,0.43786,0.36323,0.81023,0.001024,0.001024,0.001024
274,6122.69,0.44931,0.33165,0.82631,0.93045,0.87245,0.94285,0.86155,0.43803,0.36354,0.81017,0.000991,0.000991,0.000991
275,6144.55,0.44771,0.33047,0.82345,0.93039,0.8723,0.94273,0.86157,0.43796,0.36332,0.81013,0.000958,0.000958,0.000958
276,6166.32,0.44659,0.32946,0.82512,0.92581,0.87762,0.94277,0.86156,0.43785,0.36334,0.81003,0.000925,0.000925,0.000925
277,6188.12,0.44626,0.3308,0.82443,0.9217,0.88158,0.9431,0.86184,0.43785,0.36335,0.81001,0.000892,0.000892,0.000892
278,6209.91,0.44637,0.32873,0.8241,0.92219,0.88121,0.9432,0.86214,0.4377,0.36323,0.80999,0.000859,0.000859,0.000859
279,6231.75,0.44673,0.3298,0.82464,0.93103,0.87328,0.94292,0.86203,0.43774,0.36332,0.81009,0.000826,0.000826,0.000826
280,6253.67,0.44978,0.33115,0.82343,0.92489,0.87828,0.94285,0.86179,0.43773,0.3635,0.81009,0.000793,0.000793,0.000793
281,6275.68,0.44661,0.3305,0.82576,0.92457,0.87851,0.94285,0.86186,0.43777,0.36365,0.81013,0.00076,0.00076,0.00076
282,6297.63,0.44798,0.33015,0.82587,0.92311,0.87904,0.9428,0.86214,0.43782,0.36379,0.81007,0.000727,0.000727,0.000727
283,6319.6,0.44446,0.32581,0.82241,0.92599,0.87796,0.94299,0.86182,0.43795,0.36385,0.81023,0.000694,0.000694,0.000694
284,6341.48,0.44228,0.32618,0.82319,0.92579,0.8781,0.94295,0.86202,0.43815,0.3636,0.81031,0.000661,0.000661,0.000661
285,6363.32,0.44245,0.32475,0.82276,0.92576,0.8782,0.94315,0.86255,0.43822,0.36372,0.81028,0.000628,0.000628,0.000628
286,6385.31,0.44367,0.32724,0.82341,0.92591,0.8781,0.94316,0.86246,0.43825,0.36379,0.8103,0.000595,0.000595,0.000595
287,6407.3,0.44196,0.3245,0.82152,0.92622,0.87813,0.94317,0.86229,0.43813,0.36391,0.81034,0.000562,0.000562,0.000562
288,6429.2,0.4399,0.3226,0.82397,0.92676,0.87799,0.94318,0.86173,0.43811,0.36416,0.81029,0.000529,0.000529,0.000529
289,6451.15,0.44206,0.3224,0.82242,0.92695,0.87788,0.94316,0.86184,0.43815,0.36419,0.81029,0.000496,0.000496,0.000496
290,6473.15,0.4414,0.32068,0.82422,0.92842,0.87733,0.9433,0.86214,0.43818,0.36453,0.81042,0.000463,0.000463,0.000463
291,6546.14,0.46185,0.30604,0.79695,0.92877,0.87677,0.94318,0.86204,0.43767,0.36437,0.81034,0.00043,0.00043,0.00043
292,6568.7,0.4541,0.29866,0.79323,0.92942,0.87562,0.94312,0.86154,0.43799,0.3645,0.81041,0.000397,0.000397,0.000397
293,6591.26,0.45295,0.29692,0.79387,0.9296,0.87522,0.94314,0.86144,0.43821,0.36445,0.81037,0.000364,0.000364,0.000364
294,6614,0.44988,0.29521,0.79221,0.92928,0.87485,0.94305,0.86221,0.43815,0.36483,0.81052,0.000331,0.000331,0.000331
295,6636.61,0.44838,0.29373,0.79016,0.92967,0.87495,0.94296,0.86175,0.43813,0.36441,0.8105,0.000298,0.000298,0.000298
296,6659.11,0.4459,0.294,0.78992,0.93068,0.87463,0.94302,0.86184,0.43803,0.3646,0.81044,0.000265,0.000265,0.000265
297,6681.86,0.44826,0.2932,0.78995,0.93,0.87478,0.94293,0.86166,0.43782,0.36454,0.81045,0.000232,0.000232,0.000232
298,6704.31,0.44294,0.29131,0.78987,0.93446,0.86982,0.94308,0.86162,0.43791,0.36458,0.8105,0.000199,0.000199,0.000199
299,6726.9,0.44622,0.29095,0.7911,0.93445,0.87011,0.94301,0.86194,0.43808,0.36484,0.81048,0.000166,0.000166,0.000166
300,6749.42,0.44091,0.28872,0.79075,0.93426,0.87315,0.94314,0.86181,0.43778,0.36493,0.81049,0.000133,0.000133,0.000133
