               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.035217,            0.059195,              0.0108,             0.89583,             0.73569,             0.80107,             0.57639,             0.02642,             0.05471,           0.0089436,           0.0097822,           0.0097822,           0.0097822
                  13,            0.033456,             0.05957,            0.010186,             0.88375,             0.73032,             0.80784,             0.59866,             0.02504,            0.049364,           0.0086655,           0.0097624,           0.0097624,           0.0097624
                  14,             0.03386,            0.058276,           0.0098709,             0.88413,             0.70147,             0.78693,             0.54669,            0.026745,            0.048428,           0.0084011,           0.0097426,           0.0097426,           0.0097426
                  15,            0.032277,            0.056914,           0.0096186,             0.90971,             0.72658,             0.80953,             0.58329,             0.02645,            0.048092,           0.0084869,           0.0097228,           0.0097228,           0.0097228
                  16,            0.032313,             0.05716,            0.009244,             0.89322,             0.74445,             0.81947,             0.57908,            0.025862,            0.048491,           0.0080143,            0.009703,            0.009703,            0.009703
                  17,            0.031743,            0.055523,           0.0091847,             0.90161,             0.75213,             0.81526,             0.60503,            0.024972,            0.048302,           0.0077242,           0.0096832,           0.0096832,           0.0096832
                  18,            0.031353,             0.05517,           0.0088396,             0.90116,             0.75139,             0.82261,             0.57304,             0.02621,            0.048134,           0.0076218,           0.0096634,           0.0096634,           0.0096634
                  19,            0.030588,             0.05458,           0.0085656,             0.90149,             0.75181,             0.83021,             0.59588,             0.02523,            0.047068,           0.0073975,           0.0096436,           0.0096436,           0.0096436
                  20,            0.029962,            0.054992,           0.0083921,             0.89272,             0.75552,             0.82189,             0.61879,            0.023264,            0.046585,           0.0077019,           0.0096238,           0.0096238,           0.0096238
                  21,            0.029614,             0.05399,           0.0081442,             0.88957,             0.74266,             0.81321,             0.58938,            0.023442,            0.050076,           0.0077969,            0.009604,            0.009604,            0.009604
                  22,            0.029302,            0.053577,           0.0081879,             0.89732,             0.76776,             0.83968,             0.63168,            0.022548,            0.046221,            0.007477,           0.0095842,           0.0095842,           0.0095842
                  23,             0.02914,            0.053568,           0.0080379,             0.89853,             0.77522,             0.84483,             0.63583,            0.023316,            0.044214,           0.0069506,           0.0095644,           0.0095644,           0.0095644
                  24,            0.029226,            0.052283,           0.0077293,             0.90303,             0.76338,             0.82911,             0.65264,            0.022997,             0.04628,            0.007136,           0.0095446,           0.0095446,           0.0095446
                  25,            0.028229,            0.052571,           0.0074906,             0.91009,             0.78352,             0.84421,             0.65382,            0.020956,            0.046413,           0.0068069,           0.0095248,           0.0095248,           0.0095248
                  26,            0.027371,            0.051586,           0.0074366,             0.92422,             0.76305,             0.84419,             0.64407,            0.021328,            0.046066,           0.0063795,            0.009505,            0.009505,            0.009505
                  27,            0.028094,             0.05125,           0.0072864,             0.89377,             0.76859,             0.85236,              0.6663,            0.021449,            0.048271,           0.0068356,           0.0094852,           0.0094852,           0.0094852
                  28,            0.027561,            0.051679,            0.007198,             0.90332,             0.76985,             0.84532,              0.6696,            0.020716,            0.046753,            0.006653,           0.0094654,           0.0094654,           0.0094654
                  29,            0.027336,            0.051568,            0.007233,             0.88989,              0.7716,             0.86571,             0.69157,            0.020428,            0.045923,            0.006566,           0.0094456,           0.0094456,           0.0094456
                  30,              0.0278,            0.051829,           0.0070957,             0.92235,             0.75703,             0.87029,             0.68993,            0.020577,            0.043346,           0.0061964,           0.0094258,           0.0094258,           0.0094258
                  31,            0.026587,            0.050578,           0.0070401,             0.90121,             0.78815,             0.87375,             0.69746,            0.019278,            0.042595,           0.0063589,            0.009406,            0.009406,            0.009406
                  32,            0.027162,            0.049832,           0.0068043,             0.89879,             0.79659,             0.88638,             0.71507,            0.019263,            0.044334,           0.0062559,           0.0093862,           0.0093862,           0.0093862
                  33,            0.026455,            0.050377,           0.0068643,             0.85151,              0.7217,             0.82379,             0.63286,            0.023046,            0.053638,           0.0074982,           0.0093664,           0.0093664,           0.0093664
                  34,            0.026314,            0.049809,           0.0066577,             0.89821,             0.77213,             0.88999,             0.69878,            0.020417,            0.048248,           0.0062502,           0.0093466,           0.0093466,           0.0093466
                  35,            0.026198,            0.048713,           0.0065983,             0.91245,             0.78441,             0.90205,             0.72304,            0.019262,            0.043552,           0.0062164,           0.0093268,           0.0093268,           0.0093268
                  36,             0.02604,            0.048976,           0.0065945,              0.9098,             0.80645,             0.91333,             0.73757,            0.019103,            0.042498,           0.0057878,            0.009307,            0.009307,            0.009307
                  37,            0.026103,            0.050387,           0.0065793,             0.88863,             0.82102,              0.9069,             0.72802,            0.019236,            0.044533,           0.0060013,           0.0092872,           0.0092872,           0.0092872
                  38,             0.02573,            0.048285,           0.0064787,             0.80781,             0.86706,             0.90835,             0.72862,            0.018734,            0.041328,           0.0060883,           0.0092674,           0.0092674,           0.0092674
                  39,             0.02567,            0.048325,           0.0064001,             0.80617,             0.87321,             0.92147,              0.7562,            0.018887,            0.042774,           0.0055635,           0.0092476,           0.0092476,           0.0092476
                  40,            0.025574,            0.047812,           0.0062735,             0.83965,              0.8834,             0.91712,             0.74312,            0.018941,            0.043016,           0.0057638,           0.0092278,           0.0092278,           0.0092278
                  41,            0.024999,            0.047774,           0.0061901,             0.81693,             0.87608,             0.90898,             0.73989,             0.01887,            0.041779,           0.0057804,            0.009208,            0.009208,            0.009208
                  42,            0.024783,            0.047429,           0.0062056,             0.90369,             0.86581,             0.91398,             0.75057,            0.018955,              0.0446,           0.0058811,           0.0091882,           0.0091882,           0.0091882
                  43,            0.024893,            0.046904,           0.0060362,             0.90451,             0.85981,             0.92554,             0.75277,            0.019249,            0.040422,           0.0053169,           0.0091684,           0.0091684,           0.0091684
                  44,            0.024997,            0.047548,           0.0060737,             0.89544,             0.87508,             0.91956,             0.74061,            0.018656,            0.041771,           0.0056311,           0.0091486,           0.0091486,           0.0091486
                  45,            0.024283,            0.047061,           0.0059455,             0.90427,             0.86149,             0.92488,             0.75406,            0.017318,            0.041567,           0.0054119,           0.0091288,           0.0091288,           0.0091288
                  46,            0.024118,            0.046512,           0.0057317,             0.89484,             0.85681,             0.93142,             0.76307,            0.017568,            0.042789,           0.0055904,            0.009109,            0.009109,            0.009109
                  47,            0.023929,            0.047047,           0.0058479,              0.9155,             0.85283,             0.92574,             0.76323,            0.017632,            0.043886,           0.0056391,           0.0090892,           0.0090892,           0.0090892
                  48,            0.024524,            0.046381,           0.0058033,             0.92339,             0.86097,             0.93004,             0.76598,            0.018832,             0.04266,           0.0055687,           0.0090694,           0.0090694,           0.0090694
                  49,            0.024747,            0.046355,            0.005845,             0.92074,             0.87086,             0.92437,             0.75738,             0.01788,            0.041035,            0.005551,           0.0090496,           0.0090496,           0.0090496
                  50,              0.0237,            0.046276,           0.0057369,             0.89367,             0.85602,              0.9185,             0.75304,            0.018367,            0.042358,           0.0057266,           0.0090298,           0.0090298,           0.0090298
                  51,            0.023832,            0.047003,           0.0056203,             0.90099,             0.87891,             0.92395,             0.77341,            0.017208,            0.038591,           0.0058348,             0.00901,             0.00901,             0.00901
                  52,            0.023298,            0.046049,           0.0056208,             0.90784,             0.88428,             0.93218,             0.77977,            0.016989,            0.040722,           0.0055996,           0.0089902,           0.0089902,           0.0089902
                  53,            0.023649,            0.045633,            0.005542,             0.87346,             0.89629,             0.92446,             0.76725,            0.017257,            0.040983,           0.0055893,           0.0089704,           0.0089704,           0.0089704
                  54,            0.023717,            0.045515,           0.0054474,             0.90606,             0.87181,             0.93228,             0.78638,            0.016617,             0.03887,            0.005131,           0.0089506,           0.0089506,           0.0089506
                  55,            0.023405,            0.045399,           0.0056059,             0.88223,             0.89463,             0.93013,             0.78028,            0.016626,            0.040642,           0.0055367,           0.0089308,           0.0089308,           0.0089308
                  56,            0.023638,            0.044622,           0.0055671,              0.9201,             0.89388,             0.94004,             0.79559,            0.016673,            0.038919,           0.0053318,            0.008911,            0.008911,            0.008911
                  57,            0.023156,            0.045938,           0.0055197,             0.88727,             0.88582,             0.92606,             0.77523,            0.016619,            0.040995,           0.0056969,           0.0088912,           0.0088912,           0.0088912
                  58,            0.023096,            0.045369,           0.0053852,             0.90573,             0.88834,             0.92643,             0.76827,            0.017233,            0.042318,           0.0054686,           0.0088714,           0.0088714,           0.0088714
                  59,             0.02299,            0.045002,           0.0054507,             0.90002,             0.89219,               0.935,             0.78035,            0.016994,            0.043322,           0.0052265,           0.0088516,           0.0088516,           0.0088516
                  60,            0.023149,            0.044613,           0.0053456,             0.91716,             0.88801,             0.93437,             0.77293,            0.016307,            0.041996,           0.0052895,           0.0088318,           0.0088318,           0.0088318
                  61,            0.022555,            0.044592,           0.0053097,             0.90777,             0.88114,             0.93582,             0.77655,            0.016385,            0.039091,            0.005088,            0.008812,            0.008812,            0.008812
                  62,            0.023024,            0.044503,           0.0050027,             0.91145,             0.89729,             0.93758,             0.78602,            0.016355,            0.039305,           0.0049793,           0.0087922,           0.0087922,           0.0087922
                  63,            0.023009,            0.044302,           0.0052087,             0.88636,             0.91187,             0.94385,             0.79049,            0.016723,            0.040215,            0.005088,           0.0087724,           0.0087724,           0.0087724
                  64,            0.022119,            0.044532,           0.0049938,             0.92389,             0.87761,             0.93696,             0.78505,            0.016552,            0.038328,           0.0052385,           0.0087526,           0.0087526,           0.0087526
                  65,            0.022623,            0.043563,           0.0050316,             0.92617,             0.88826,             0.93072,             0.78366,             0.01676,            0.039328,           0.0051956,           0.0087328,           0.0087328,           0.0087328
                  66,            0.022573,            0.044504,           0.0050766,             0.90831,              0.8861,             0.93431,             0.78656,            0.016544,            0.041079,           0.0055103,            0.008713,            0.008713,            0.008713
                  67,            0.022472,            0.044232,            0.005136,              0.9228,             0.87282,             0.92806,             0.77004,            0.016189,            0.039417,           0.0055252,           0.0086932,           0.0086932,           0.0086932
                  68,            0.022076,            0.043138,           0.0050199,             0.94052,             0.86747,             0.93262,             0.78813,            0.015644,            0.039194,           0.0049078,           0.0086734,           0.0086734,           0.0086734
                  69,            0.022236,            0.043322,           0.0048439,             0.91425,             0.90362,             0.93163,              0.7856,            0.016119,            0.039759,           0.0052797,           0.0086536,           0.0086536,           0.0086536
                  70,            0.021953,            0.043596,            0.004994,             0.93921,             0.88645,             0.94613,             0.80045,            0.015727,            0.038431,           0.0050005,           0.0086338,           0.0086338,           0.0086338
                  71,            0.022485,            0.042728,           0.0049534,             0.91199,             0.83868,             0.90943,             0.76084,            0.017603,            0.041569,           0.0056168,            0.008614,            0.008614,            0.008614
                  72,            0.021933,            0.042849,           0.0049169,             0.90759,             0.91107,             0.94332,             0.80169,            0.015789,            0.041645,            0.004834,           0.0085942,           0.0085942,           0.0085942
                  73,            0.022258,            0.043157,           0.0048614,             0.92917,              0.8983,             0.94076,             0.79432,            0.016026,            0.039762,           0.0051773,           0.0085744,           0.0085744,           0.0085744
                  74,            0.021246,            0.042635,           0.0048933,             0.93142,             0.88797,             0.92756,             0.78848,            0.015436,            0.038023,           0.0051018,           0.0085546,           0.0085546,           0.0085546
                  75,            0.021754,            0.043273,           0.0049073,             0.93018,             0.88332,             0.94157,             0.78703,            0.016228,            0.042278,           0.0050114,           0.0085348,           0.0085348,           0.0085348
                  76,            0.021742,             0.04236,           0.0048467,             0.94188,             0.89369,             0.94093,             0.80038,            0.016177,            0.038406,            0.004606,            0.008515,            0.008515,            0.008515
                  77,            0.021804,            0.042792,           0.0047441,             0.91189,             0.91474,              0.9414,             0.80086,            0.015532,            0.038708,           0.0049856,           0.0084952,           0.0084952,           0.0084952
                  78,            0.021991,            0.043291,           0.0048604,             0.92592,             0.91181,             0.94447,             0.80872,            0.015485,            0.037987,           0.0049152,           0.0084754,           0.0084754,           0.0084754
                  79,            0.021521,            0.042305,           0.0048047,             0.92623,             0.90068,             0.94368,             0.79899,            0.015625,            0.036999,           0.0047639,           0.0084556,           0.0084556,           0.0084556
                  80,            0.021624,            0.042728,           0.0047332,             0.92795,             0.90804,             0.93848,             0.81229,             0.01493,            0.037693,           0.0049095,           0.0084358,           0.0084358,           0.0084358
                  81,            0.021225,             0.04249,           0.0046735,             0.92649,             0.89797,             0.94379,             0.81207,            0.015235,            0.038237,           0.0054771,            0.008416,            0.008416,            0.008416
                  82,            0.021025,            0.042213,           0.0047558,             0.94792,              0.8923,             0.93659,             0.79491,            0.015235,            0.038277,           0.0049115,           0.0083962,           0.0083962,           0.0083962
                  83,            0.020882,            0.042064,           0.0046748,             0.92222,             0.89276,             0.94149,             0.80524,             0.01541,            0.039259,           0.0048718,           0.0083764,           0.0083764,           0.0083764
                  84,            0.020967,            0.042768,           0.0045084,             0.93166,             0.89899,             0.94501,             0.82092,            0.014841,            0.037867,           0.0048758,           0.0083566,           0.0083566,           0.0083566
                  85,            0.020787,            0.042636,           0.0045021,             0.93139,             0.89081,              0.9481,             0.82327,            0.014826,            0.038639,           0.0045619,           0.0083368,           0.0083368,           0.0083368
                  86,            0.021155,            0.042103,            0.004664,              0.9194,             0.88584,             0.92624,             0.78185,            0.016584,               0.042,           0.0051813,            0.008317,            0.008317,            0.008317
                  87,            0.020883,            0.041414,           0.0045361,             0.93872,             0.90536,             0.94709,             0.80771,            0.014967,            0.039463,           0.0044692,           0.0082972,           0.0082972,           0.0082972
                  88,            0.020915,            0.041419,           0.0045396,             0.94019,             0.89755,             0.94134,             0.80739,            0.014928,            0.037479,           0.0045731,           0.0082774,           0.0082774,           0.0082774
                  89,            0.020674,              0.0405,           0.0045104,             0.91903,             0.89577,             0.93957,             0.80393,            0.015185,            0.040695,           0.0048311,           0.0082576,           0.0082576,           0.0082576
                  90,            0.020701,            0.041333,           0.0043764,             0.93165,             0.90793,             0.94807,             0.82239,            0.014767,            0.036215,           0.0047175,           0.0082378,           0.0082378,           0.0082378
                  91,             0.02114,            0.041034,           0.0044086,             0.92816,             0.89665,             0.94036,             0.80905,            0.014762,            0.038321,           0.0048843,            0.008218,            0.008218,            0.008218
                  92,            0.020812,            0.041241,           0.0044192,             0.94823,             0.88668,             0.94136,             0.81356,            0.014524,            0.037191,           0.0047622,           0.0081982,           0.0081982,           0.0081982
                  93,            0.021081,            0.041009,           0.0044472,             0.92863,             0.90279,             0.94419,             0.81086,            0.014909,            0.039642,           0.0049919,           0.0081784,           0.0081784,           0.0081784
                  94,            0.020305,            0.041428,           0.0044759,             0.92054,             0.91657,             0.94923,             0.81508,            0.015415,            0.037334,           0.0048426,           0.0081586,           0.0081586,           0.0081586
                  95,            0.020612,            0.040911,            0.004411,             0.93258,             0.88514,             0.92656,              0.8026,            0.014465,            0.037683,           0.0049762,           0.0081388,           0.0081388,           0.0081388
                  96,            0.020689,            0.040692,            0.004341,             0.90504,             0.90139,             0.93732,             0.80355,            0.015499,            0.038452,           0.0051596,            0.008119,            0.008119,            0.008119
                  97,            0.020217,            0.041075,           0.0043216,             0.94324,             0.89164,             0.94782,             0.81582,            0.014682,            0.036562,            0.004624,           0.0080992,           0.0080992,           0.0080992
                  98,            0.019989,            0.040757,           0.0043481,              0.9218,             0.90984,             0.94658,             0.82071,            0.014774,            0.036526,            0.004713,           0.0080794,           0.0080794,           0.0080794
                  99,            0.020297,            0.041194,           0.0043893,             0.94573,             0.89369,             0.94083,             0.80909,            0.015169,            0.038591,           0.0046766,           0.0080596,           0.0080596,           0.0080596
                 100,            0.020157,            0.040635,           0.0043157,             0.92313,             0.90457,             0.93689,             0.80618,            0.014864,            0.040333,           0.0048746,           0.0080398,           0.0080398,           0.0080398
                 101,            0.020033,             0.04075,           0.0042229,             0.92498,             0.90461,             0.93849,             0.81868,            0.014659,            0.038294,           0.0046331,             0.00802,             0.00802,             0.00802
                 102,            0.020523,            0.040415,           0.0042822,             0.94055,             0.90872,             0.94785,             0.82879,            0.014301,            0.038462,           0.0046864,           0.0080002,           0.0080002,           0.0080002
                 103,            0.020248,            0.039969,           0.0042984,             0.92827,             0.90367,             0.93546,             0.80779,            0.014453,            0.035915,           0.0050797,           0.0079804,           0.0079804,           0.0079804
                 104,            0.020141,            0.040328,           0.0042452,              0.9067,             0.90218,             0.92271,             0.79528,              0.0147,            0.040255,           0.0052094,           0.0079606,           0.0079606,           0.0079606
                 105,            0.020364,             0.04025,           0.0042316,             0.91335,             0.91294,             0.93887,             0.80382,            0.014932,            0.038288,           0.0049244,           0.0079408,           0.0079408,           0.0079408
                 106,             0.02018,            0.039968,              0.0042,             0.93387,             0.91205,             0.94478,              0.8267,            0.014075,            0.035925,           0.0046652,            0.007921,            0.007921,            0.007921
                 107,            0.019822,            0.039744,           0.0040889,             0.91193,             0.88294,              0.9324,             0.79862,            0.015376,            0.040152,           0.0051584,           0.0079012,           0.0079012,           0.0079012
                 108,            0.020049,            0.039625,           0.0041655,             0.93896,             0.88436,             0.93639,             0.80609,            0.014991,            0.037622,           0.0048105,           0.0078814,           0.0078814,           0.0078814
                 109,            0.020068,            0.039816,           0.0041494,             0.93799,             0.89367,             0.94334,             0.82935,            0.013833,             0.03875,           0.0046638,           0.0078616,           0.0078616,           0.0078616
                 110,            0.019792,            0.039792,           0.0041268,             0.95076,             0.88957,             0.94213,             0.82659,             0.01371,            0.036695,           0.0044452,           0.0078418,           0.0078418,           0.0078418
                 111,            0.019677,            0.039767,           0.0041454,             0.93591,             0.90509,             0.94443,             0.82176,            0.013863,            0.036024,            0.004652,            0.007822,            0.007822,            0.007822
                 112,            0.019572,            0.039729,           0.0040819,             0.89249,             0.82732,             0.89791,             0.75598,            0.019134,            0.048851,            0.006502,           0.0078022,           0.0078022,           0.0078022
                 113,             0.01995,            0.040165,           0.0040619,             0.93985,             0.89898,             0.94765,             0.81901,            0.014347,            0.037552,           0.0047167,           0.0077824,           0.0077824,           0.0077824
                 114,            0.019603,            0.040022,           0.0041064,             0.92492,             0.90519,             0.93438,             0.81812,            0.014179,            0.036678,            0.004753,           0.0077626,           0.0077626,           0.0077626
                 115,            0.019687,            0.039674,           0.0040633,             0.92384,             0.91577,             0.95065,             0.82999,             0.01404,            0.036951,           0.0046434,           0.0077428,           0.0077428,           0.0077428
                 116,            0.019736,            0.039592,           0.0040137,             0.93579,             0.91122,             0.94181,             0.83127,            0.013829,            0.035439,           0.0046346,            0.007723,            0.007723,            0.007723
                 117,            0.019273,            0.039159,           0.0039887,             0.93868,             0.91956,             0.95261,             0.83571,             0.01371,            0.033997,           0.0045942,           0.0077032,           0.0077032,           0.0077032
                 118,            0.019302,            0.039653,           0.0040039,             0.93707,             0.89439,              0.9459,             0.83142,             0.01364,            0.039827,           0.0046474,           0.0076834,           0.0076834,           0.0076834
                 119,            0.019371,            0.038718,           0.0039504,             0.94993,             0.88885,             0.94231,             0.82653,            0.013871,            0.037365,           0.0043965,           0.0076636,           0.0076636,           0.0076636
                 120,            0.019226,            0.039108,           0.0040463,             0.92148,             0.89145,             0.93269,             0.81234,            0.014507,            0.038021,           0.0049278,           0.0076438,           0.0076438,           0.0076438
                 121,            0.019599,            0.039058,           0.0041921,             0.91725,             0.85322,             0.91031,             0.77341,            0.015894,            0.041174,            0.005155,            0.007624,            0.007624,            0.007624
                 122,             0.01886,            0.038934,           0.0040558,             0.93013,             0.90302,             0.94195,             0.82018,            0.014197,            0.036503,            0.004608,           0.0076042,           0.0076042,           0.0076042
                 123,            0.019654,             0.03892,           0.0040222,             0.94285,             0.89171,             0.94385,             0.82375,            0.013565,            0.035078,           0.0043837,           0.0075844,           0.0075844,           0.0075844
                 124,            0.019088,            0.039732,           0.0039191,              0.9309,             0.90241,             0.94644,             0.83005,            0.013724,            0.035782,           0.0045319,           0.0075646,           0.0075646,           0.0075646
                 125,            0.019029,            0.039448,           0.0040034,             0.79028,             0.73134,             0.77661,             0.63328,            0.021792,            0.057365,           0.0086758,           0.0075448,           0.0075448,           0.0075448
                 126,            0.019458,            0.039228,             0.00392,             0.89836,             0.84698,              0.9158,             0.78117,            0.016343,            0.044344,           0.0057816,            0.007525,            0.007525,            0.007525
                 127,            0.019114,            0.039027,           0.0039051,             0.92691,             0.90163,              0.9426,             0.82753,            0.013842,            0.036171,           0.0044025,           0.0075052,           0.0075052,           0.0075052
                 128,            0.019112,             0.03894,           0.0038826,              0.9364,             0.88746,             0.94019,             0.82422,             0.01376,            0.038363,           0.0044832,           0.0074854,           0.0074854,           0.0074854
                 129,            0.019054,            0.038176,            0.003847,             0.94659,             0.90258,             0.95245,             0.84031,            0.013446,            0.036058,           0.0041313,           0.0074656,           0.0074656,           0.0074656
                 130,            0.019195,            0.038667,           0.0038715,             0.93102,             0.88695,             0.93814,             0.82678,            0.013491,            0.036863,           0.0043385,           0.0074458,           0.0074458,           0.0074458
                 131,            0.018783,            0.038607,           0.0039291,             0.94782,             0.89992,             0.94388,             0.83065,            0.013468,            0.036865,           0.0044998,            0.007426,            0.007426,            0.007426
                 132,            0.018923,            0.038471,           0.0038423,             0.94187,              0.8993,             0.94474,             0.80953,            0.014715,            0.037888,           0.0046343,           0.0074062,           0.0074062,           0.0074062
                 133,            0.018792,            0.039424,           0.0038238,             0.94467,             0.91115,             0.94913,             0.83411,            0.013511,            0.037916,           0.0043645,           0.0073864,           0.0073864,           0.0073864
                 134,            0.019072,            0.038245,           0.0038126,              0.9466,             0.89964,             0.94547,             0.83058,            0.013606,            0.037268,           0.0044726,           0.0073666,           0.0073666,           0.0073666
                 135,            0.018698,            0.038556,           0.0038164,             0.94001,             0.87892,             0.93116,             0.81672,            0.013388,            0.035942,           0.0045828,           0.0073468,           0.0073468,           0.0073468
                 136,            0.018362,            0.038022,           0.0038649,             0.94666,             0.90002,             0.95421,             0.83834,            0.013075,            0.033768,           0.0045467,            0.007327,            0.007327,            0.007327
                 137,            0.018995,            0.038755,            0.003767,             0.93997,             0.89104,             0.94653,             0.82969,            0.013638,            0.036228,           0.0046154,           0.0073072,           0.0073072,           0.0073072
                 138,            0.019086,            0.037958,           0.0037189,             0.94785,             0.90632,             0.94704,             0.83898,            0.013243,            0.035364,           0.0042563,           0.0072874,           0.0072874,           0.0072874
                 139,            0.018567,            0.037823,           0.0037967,             0.93757,             0.91879,             0.95331,             0.83742,            0.012988,            0.035608,           0.0039994,           0.0072676,           0.0072676,           0.0072676
                 140,            0.018792,            0.038222,           0.0037339,              0.9389,             0.90154,             0.94733,             0.84153,            0.013134,              0.0383,           0.0042644,           0.0072478,           0.0072478,           0.0072478
                 141,            0.018854,            0.037927,           0.0036841,             0.94212,             0.90739,             0.95281,             0.83826,             0.01348,            0.036812,           0.0044449,            0.007228,            0.007228,            0.007228
                 142,            0.018885,            0.037782,           0.0037353,             0.95004,              0.9119,             0.94691,             0.83278,             0.01314,            0.035755,           0.0043745,           0.0072082,           0.0072082,           0.0072082
                 143,            0.018344,            0.037371,           0.0036255,             0.93613,             0.90076,             0.95027,              0.8393,            0.013314,            0.036011,           0.0045141,           0.0071884,           0.0071884,           0.0071884
                 144,            0.018539,            0.037651,           0.0036937,              0.9477,             0.89543,             0.94876,             0.83455,            0.013718,             0.03624,           0.0049673,           0.0071686,           0.0071686,           0.0071686
                 145,            0.018438,            0.037624,             0.00366,             0.94549,              0.9191,             0.95242,             0.84423,            0.013264,            0.036612,           0.0045093,           0.0071488,           0.0071488,           0.0071488
                 146,            0.018376,             0.03793,           0.0036064,              0.9329,             0.89412,             0.94526,             0.82628,            0.013921,            0.037325,           0.0048122,            0.007129,            0.007129,            0.007129
                 147,              0.0184,            0.038086,           0.0036992,             0.92633,             0.90924,             0.94545,             0.82637,            0.013941,            0.036335,           0.0044666,           0.0071092,           0.0071092,           0.0071092
                 148,            0.018336,            0.037363,           0.0035885,             0.93006,             0.90305,             0.93508,             0.82821,            0.013039,            0.034954,           0.0043253,           0.0070894,           0.0070894,           0.0070894
                 149,            0.018271,            0.037269,            0.003549,             0.93176,             0.90846,             0.94795,             0.83933,            0.013105,            0.034939,           0.0044872,           0.0070696,           0.0070696,           0.0070696
                 150,            0.018111,             0.03837,           0.0035908,             0.94694,             0.89202,             0.94651,             0.83462,            0.012951,             0.03541,           0.0044992,           0.0070498,           0.0070498,           0.0070498
                 151,            0.018802,             0.03742,           0.0035963,             0.94874,             0.90868,             0.94655,             0.84388,            0.012757,             0.03553,           0.0044163,             0.00703,             0.00703,             0.00703
                 152,             0.01814,            0.037673,           0.0036491,              0.9446,             0.89443,             0.94184,             0.83189,            0.013326,            0.036459,           0.0047261,           0.0070102,           0.0070102,           0.0070102
                 153,            0.018296,            0.036942,           0.0035673,             0.93173,             0.91773,             0.94524,             0.83646,            0.013107,            0.036331,           0.0044592,           0.0069904,           0.0069904,           0.0069904
                 154,             0.01776,            0.037256,           0.0035802,              0.9282,             0.92798,             0.94903,             0.84818,            0.012564,            0.036133,           0.0043971,           0.0069706,           0.0069706,           0.0069706
                 155,            0.018083,            0.037183,           0.0036042,              0.9446,             0.91317,             0.94659,             0.84601,            0.012864,            0.034672,            0.004311,           0.0069508,           0.0069508,           0.0069508
                 156,             0.01808,            0.037062,           0.0035796,             0.93388,             0.91289,             0.94814,             0.84222,            0.012978,            0.035892,           0.0040421,            0.006931,            0.006931,            0.006931
                 157,            0.017965,              0.0369,           0.0036818,             0.93324,             0.92349,             0.94954,             0.84316,            0.013427,            0.035828,           0.0041903,           0.0069112,           0.0069112,           0.0069112
                 158,            0.017953,            0.037075,            0.003586,             0.94289,             0.91296,             0.94841,              0.8503,            0.012866,            0.036535,            0.004305,           0.0068914,           0.0068914,           0.0068914
